x y habitat.cov landscape water high.water dist.to.water km.to.water
4123812 -3295047 1.01 Mixed.Bushwillow.Woodlands 13 1 0 0
4125035 -3295047 1.01 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4126258 -3295047 1.01 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4127481 -3295047 1.02 Mixed.Bushwillow.Woodlands 2 0 3669 3.67
4128704 -3295047 1.03 Mixed.Bushwillow.Woodlands 3 0 4892 4.89
4129927 -3295047 1.05 Mixed.Bushwillow.Woodlands 2 0 4410 4.41
4131150 -3295047 1.08 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4132373 -3295047 1.11 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4133596 -3295047 1.15 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4134819 -3295047 1.19 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4136042 -3295047 1.23 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4137266 -3295047 1.26 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4138489 -3295047 1.29 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4083451 -3293824 3 Pretoriuskop.Sourveld 12 1 0 0
4084674 -3293824 2.99 Pretoriuskop.Sourveld 11 1 0 0
4085897 -3293824 2.99 Pretoriuskop.Sourveld 8 1 0 0
4087120 -3293824 2.97 Pretoriuskop.Sourveld 6 1 0 0
4088343 -3293824 2.95 Pretoriuskop.Sourveld 1 0 1223 1.22
4089566 -3293824 2.9 Pretoriuskop.Sourveld 1 0 1223 1.22
4090790 -3293824 2.82 Malelane.Mountain.Bushveld 5 1 0 0
4092013 -3293824 2.71 Malelane.Mountain.Bushveld 7 1 0 0
4093236 -3293824 2.56 Malelane.Mountain.Bushveld 1 0 1223 1.22
4094459 -3293824 2.38 Malelane.Mountain.Bushveld 1 0 2446 2.45
4095682 -3293824 2.19 Thorn.Veld 0 0 1223 1.22
4096905 -3293824 1.99 Thorn.Veld 6 1 0 0
4098128 -3293824 1.8 Thorn.Veld 4 0 1223 1.22
4099351 -3293824 1.63 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4100574 -3293824 1.48 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4101797 -3293824 1.36 Thorn.Veld 0 0 1223 1.22
4103020 -3293824 1.25 Thorn.Veld 3 0 1223 1.22
4104243 -3293824 1.17 Thorn.Veld 1 0 1730 1.73
4105466 -3293824 1.11 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4106689 -3293824 1.06 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4107912 -3293824 1.04 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4109135 -3293824 1.02 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4110358 -3293824 1.01 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4111581 -3293824 1 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4112804 -3293824 1 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4114028 -3293824 1 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4115251 -3293824 1 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4116474 -3293824 1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4117697 -3293824 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4118920 -3293824 1 Mixed.Bushwillow.Woodlands 11 1 0 0
4120143 -3293824 1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4121366 -3293824 1 Mixed.Bushwillow.Woodlands 5 1 0 0
4122589 -3293824 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4123812 -3293824 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4125035 -3293824 1.01 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4126258 -3293824 1.01 Mixed.Bushwillow.Woodlands 3 0 2735 2.73
4127481 -3293824 1.02 Mixed.Bushwillow.Woodlands 3 0 3459 3.46
4128704 -3293824 1.03 Mixed.Bushwillow.Woodlands 0 0 4410 4.41
4129927 -3293824 1.06 Mixed.Bushwillow.Woodlands 2 0 5189 5.19
4131150 -3293824 1.08 Mixed.Bushwillow.Woodlands 0 0 4410 4.41
4132373 -3293824 1.12 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4133596 -3293824 1.16 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4134819 -3293824 1.2 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4136042 -3293824 1.24 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4137266 -3293824 1.28 Sabie.Crocodile.Thorn.Thickets 1 0 3868 3.87
4138489 -3293824 1.31 Mixed.Bushwillow.Woodlands 1 0 4410 4.41
4083451 -3292601 3 Pretoriuskop.Sourveld 16 1 0 0
4084674 -3292601 2.99 Pretoriuskop.Sourveld 8 1 0 0
4085897 -3292601 2.99 Pretoriuskop.Sourveld 9 1 0 0
4087120 -3292601 2.97 Pretoriuskop.Sourveld 5 1 0 0
4088343 -3292601 2.94 Pretoriuskop.Sourveld 5 1 0 0
4089566 -3292601 2.89 Pretoriuskop.Sourveld 7 1 0 0
4090790 -3292601 2.81 Pretoriuskop.Sourveld 5 1 0 0
4092013 -3292601 2.69 Pretoriuskop.Sourveld 3 0 1223 1.22
4093236 -3292601 2.53 Malelane.Mountain.Bushveld 1 0 1730 1.73
4094459 -3292601 2.33 Malelane.Mountain.Bushveld 2 0 2735 2.73
4095682 -3292601 2.12 Malelane.Mountain.Bushveld 2 0 1730 1.73
4096905 -3292601 1.91 Thorn.Veld 4 0 1223 1.22
4098128 -3292601 1.72 Thorn.Veld 5 1 0 0
4099351 -3292601 1.55 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4100574 -3292601 1.4 Thorn.Veld 2 0 1223 1.22
4101797 -3292601 1.29 Thorn.Veld 5 1 0 0
4103020 -3292601 1.2 Mixed.Bushwillow.Woodlands 5 1 0 0
4104243 -3292601 1.13 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4105466 -3292601 1.08 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4106689 -3292601 1.05 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4107912 -3292601 1.03 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4109135 -3292601 1.01 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4110358 -3292601 1.01 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4111581 -3292601 1 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4112804 -3292601 1 Mixed.Bushwillow.Woodlands 4 0 2735 2.73
4114028 -3292601 1 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4115251 -3292601 1 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4116474 -3292601 1 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4117697 -3292601 1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4118920 -3292601 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4120143 -3292601 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4121366 -3292601 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4122589 -3292601 1 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4123812 -3292601 1 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4125035 -3292601 1.01 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4126258 -3292601 1.01 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4127481 -3292601 1.03 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4128704 -3292601 1.04 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4129927 -3292601 1.07 Mixed.Bushwillow.Woodlands 2 0 5043 5.04
4131150 -3292601 1.1 Mixed.Bushwillow.Woodlands 0 0 4410 4.41
4132373 -3292601 1.15 Mixed.Bushwillow.Woodlands 2 0 3868 3.87
4133596 -3292601 1.19 Mixed.Bushwillow.Woodlands 1 0 3669 3.67
4134819 -3292601 1.24 Mixed.Bushwillow.Woodlands 2 0 3868 3.87
4136042 -3292601 1.28 Sabie.Crocodile.Thorn.Thickets 1 0 4410 4.41
4137266 -3292601 1.32 Sabie.Crocodile.Thorn.Thickets 0 0 5043 5.04
4138489 -3292601 1.35 Mixed.Bushwillow.Woodlands 0 0 5470 5.47
4082228 -3291378 3 Pretoriuskop.Sourveld 15 1 0 0
4083451 -3291378 3 Pretoriuskop.Sourveld 10 1 0 0
4084674 -3291378 2.99 Pretoriuskop.Sourveld 5 1 0 0
4085897 -3291378 2.99 Pretoriuskop.Sourveld 5 1 0 0
4087120 -3291378 2.97 Pretoriuskop.Sourveld 4 0 1223 1.22
4088343 -3291378 2.94 Pretoriuskop.Sourveld 6 1 0 0
4089566 -3291378 2.88 Pretoriuskop.Sourveld 11 1 0 0
4090790 -3291378 2.79 Pretoriuskop.Sourveld 8 1 0 0
4092013 -3291378 2.67 Pretoriuskop.Sourveld 2 0 1223 1.22
4093236 -3291378 2.5 Malelane.Mountain.Bushveld 1 0 2446 2.45
4094459 -3291378 2.29 Malelane.Mountain.Bushveld 1 0 3459 3.46
4095682 -3291378 2.07 Malelane.Mountain.Bushveld 0 0 2735 2.73
4096905 -3291378 1.85 Thorn.Veld 1 0 1730 1.73
4098128 -3291378 1.64 Thorn.Veld 2 0 1223 1.22
4099351 -3291378 1.47 Thorn.Veld 6 1 0 0
4100574 -3291378 1.33 Thorn.Veld 10 1 0 0
4101797 -3291378 1.23 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4103020 -3291378 1.15 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4104243 -3291378 1.1 Mixed.Bushwillow.Woodlands 5 1 0 0
4105466 -3291378 1.06 Mixed.Bushwillow.Woodlands 5 1 0 0
4106689 -3291378 1.04 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4107912 -3291378 1.02 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4109135 -3291378 1.01 Mixed.Bushwillow.Woodlands 5 1 0 0
4110358 -3291378 1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4111581 -3291378 1 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4112804 -3291378 1 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4114028 -3291378 1 Mixed.Bushwillow.Woodlands 2 0 1730 1.73
4115251 -3291378 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4116474 -3291378 1 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4117697 -3291378 1 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4118920 -3291378 1 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4120143 -3291378 1 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4121366 -3291378 1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4122589 -3291378 1 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4123812 -3291378 1.01 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4125035 -3291378 1.01 Mixed.Bushwillow.Woodlands 6 1 0 0
4126258 -3291378 1.02 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4127481 -3291378 1.04 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4128704 -3291378 1.06 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4129927 -3291378 1.09 Mixed.Bushwillow.Woodlands 1 0 4410 4.41
4131150 -3291378 1.13 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4132373 -3291378 1.18 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4133596 -3291378 1.24 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4134819 -3291378 1.29 Mixed.Bushwillow.Woodlands 3 0 2735 2.73
4136042 -3291378 1.34 Sabie.Crocodile.Thorn.Thickets 1 0 3459 3.46
4137266 -3291378 1.38 Sabie.Crocodile.Thorn.Thickets 2 0 4410 4.41
4082228 -3290155 3 Pretoriuskop.Sourveld 17 1 0 0
4083451 -3290155 3 Pretoriuskop.Sourveld 8 1 0 0
4084674 -3290155 2.99 Pretoriuskop.Sourveld 1 0 1223 1.22
4085897 -3290155 2.98 Pretoriuskop.Sourveld 11 1 0 0
4087120 -3290155 2.97 Pretoriuskop.Sourveld 10 1 0 0
4088343 -3290155 2.93 Pretoriuskop.Sourveld 11 1 0 0
4089566 -3290155 2.88 Pretoriuskop.Sourveld 8 1 0 0
4090790 -3290155 2.78 Pretoriuskop.Sourveld 2 0 1223 1.22
4092013 -3290155 2.65 Pretoriuskop.Sourveld 2 0 1730 1.73
4093236 -3290155 2.47 Malelane.Mountain.Bushveld 2 0 2735 2.73
4094459 -3290155 2.25 Malelane.Mountain.Bushveld 1 0 3459 3.46
4095682 -3290155 2.02 Malelane.Mountain.Bushveld 0 0 2735 2.73
4096905 -3290155 1.79 Thorn.Veld 1 0 2446 2.45
4098128 -3290155 1.58 Thorn.Veld 0 0 1730 1.73
4099351 -3290155 1.41 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4100574 -3290155 1.28 Mixed.Bushwillow.Woodlands 10 1 0 0
4101797 -3290155 1.18 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4103020 -3290155 1.12 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4104243 -3290155 1.07 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4105466 -3290155 1.04 Mixed.Bushwillow.Woodlands 7 1 0 0
4106689 -3290155 1.02 Mixed.Bushwillow.Woodlands 8 1 0 0
4107912 -3290155 1.01 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4109135 -3290155 1.01 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4110358 -3290155 1 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4111581 -3290155 1 Mixed.Bushwillow.Woodlands 1 0 2735 2.73
4112804 -3290155 1 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4114028 -3290155 1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4115251 -3290155 1 Mixed.Bushwillow.Woodlands 7 1 0 0
4116474 -3290155 1 Mixed.Bushwillow.Woodlands 6 1 0 0
4117697 -3290155 1 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4118920 -3290155 1.01 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4120143 -3290155 1.01 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4121366 -3290155 1.01 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4122589 -3290155 1.01 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4123812 -3290155 1.01 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4125035 -3290155 1.02 Mixed.Bushwillow.Woodlands 8 1 0 0
4126258 -3290155 1.03 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4127481 -3290155 1.05 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4128704 -3290155 1.08 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4129927 -3290155 1.12 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4131150 -3290155 1.17 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4132373 -3290155 1.23 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4133596 -3290155 1.29 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4134819 -3290155 1.35 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4136042 -3290155 1.4 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4137266 -3290155 1.44 Sabie.Crocodile.Thorn.Thickets 2 0 3868 3.87
4083451 -3288932 3 Pretoriuskop.Sourveld 15 1 0 0
4084674 -3288932 2.99 Pretoriuskop.Sourveld 15 1 0 0
4085897 -3288932 2.98 Pretoriuskop.Sourveld 7 1 0 0
4087120 -3288932 2.96 Pretoriuskop.Sourveld 11 1 0 0
4088343 -3288932 2.93 Pretoriuskop.Sourveld 1 0 1223 1.22
4089566 -3288932 2.87 Pretoriuskop.Sourveld 3 0 1223 1.22
4090790 -3288932 2.77 Pretoriuskop.Sourveld 0 0 1730 1.73
4092013 -3288932 2.63 Malelane.Mountain.Bushveld 2 0 2735 2.73
4093236 -3288932 2.44 Malelane.Mountain.Bushveld 2 0 3459 3.46
4094459 -3288932 2.22 Malelane.Mountain.Bushveld 1 0 2735 2.73
4095682 -3288932 1.98 Thorn.Veld 1 0 1730 1.73
4096905 -3288932 1.74 Thorn.Veld 0 0 1223 1.22
4098128 -3288932 1.53 Thorn.Veld 1 0 1223 1.22
4099351 -3288932 1.36 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4100574 -3288932 1.23 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4101797 -3288932 1.14 Mixed.Bushwillow.Woodlands 7 1 0 0
4103020 -3288932 1.09 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4104243 -3288932 1.05 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4105466 -3288932 1.03 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4106689 -3288932 1.02 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4107912 -3288932 1.01 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4109135 -3288932 1 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4110358 -3288932 1 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4111581 -3288932 1 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4112804 -3288932 1 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4114028 -3288932 1 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4115251 -3288932 1.01 Mixed.Bushwillow.Woodlands 6 1 0 0
4116474 -3288932 1.01 Mixed.Bushwillow.Woodlands 14 1 0 0
4117697 -3288932 1.01 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4118920 -3288932 1.01 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4120143 -3288932 1.01 Mixed.Bushwillow.Woodlands 3 0 2735 2.73
4121366 -3288932 1.02 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4122589 -3288932 1.02 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4123812 -3288932 1.02 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4125035 -3288932 1.03 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4126258 -3288932 1.05 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4127481 -3288932 1.08 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4128704 -3288932 1.11 Mixed.Bushwillow.Woodlands 1 0 3868 3.87
4129927 -3288932 1.16 Mixed.Bushwillow.Woodlands 0 0 3669 3.67
4131150 -3288932 1.22 Mixed.Bushwillow.Woodlands 3 0 2446 2.45
4132373 -3288932 1.28 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4133596 -3288932 1.35 Mixed.Bushwillow.Woodlands 10 1 0 0
4134819 -3288932 1.41 Sabie.Crocodile.Thorn.Thickets 1 0 1223 1.22
4136042 -3288932 1.47 Sabie.Crocodile.Thorn.Thickets 0 0 2446 2.45
4137266 -3288932 1.52 Sabie.Crocodile.Thorn.Thickets 2 0 3669 3.67
4083451 -3287709 3 Pretoriuskop.Sourveld 1 0 1223 1.22
4084674 -3287709 2.99 Pretoriuskop.Sourveld 6 1 0 0
4085897 -3287709 2.98 Pretoriuskop.Sourveld 10 1 0 0
4087120 -3287709 2.96 Pretoriuskop.Sourveld 6 1 0 0
4088343 -3287709 2.93 Pretoriuskop.Sourveld 7 1 0 0
4089566 -3287709 2.86 Pretoriuskop.Sourveld 1 0 1223 1.22
4090790 -3287709 2.76 Pretoriuskop.Sourveld 0 0 2446 2.45
4092013 -3287709 2.61 Malelane.Mountain.Bushveld 1 0 2446 2.45
4093236 -3287709 2.42 Malelane.Mountain.Bushveld 2 0 2446 2.45
4094459 -3287709 2.19 Pretoriuskop.Sourveld 3 0 2446 2.45
4095682 -3287709 1.95 Thorn.Veld 3 0 1223 1.22
4096905 -3287709 1.71 Thorn.Veld 9 1 0 0
4098128 -3287709 1.5 Thorn.Veld 7 1 0 0
4099351 -3287709 1.33 Thorn.Veld 2 0 1223 1.22
4100574 -3287709 1.2 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4101797 -3287709 1.12 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4103020 -3287709 1.07 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4104243 -3287709 1.04 Mixed.Bushwillow.Woodlands 5 1 0 0
4105466 -3287709 1.02 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4106689 -3287709 1.01 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4107912 -3287709 1.01 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4109135 -3287709 1 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4110358 -3287709 1 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4111581 -3287709 1.01 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4112804 -3287709 1.01 Mixed.Bushwillow.Woodlands 6 1 0 0
4114028 -3287709 1.01 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4115251 -3287709 1.01 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4116474 -3287709 1.02 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4117697 -3287709 1.02 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4118920 -3287709 1.03 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4120143 -3287709 1.03 Mixed.Bushwillow.Woodlands 4 0 1730 1.73
4121366 -3287709 1.03 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4122589 -3287709 1.04 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4123812 -3287709 1.04 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4125035 -3287709 1.06 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4126258 -3287709 1.08 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4127481 -3287709 1.11 Mixed.Bushwillow.Woodlands 0 0 2446 2.45
4128704 -3287709 1.16 Mixed.Bushwillow.Woodlands 0 0 2735 2.73
4129927 -3287709 1.21 Mixed.Bushwillow.Woodlands 0 0 3459 3.46
4131150 -3287709 1.28 Mixed.Bushwillow.Woodlands 2 0 2735 2.73
4132373 -3287709 1.35 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4133596 -3287709 1.41 Sabie.Crocodile.Thorn.Thickets 0 0 1223 1.22
4134819 -3287709 1.48 Sabie.Crocodile.Thorn.Thickets 0 0 1730 1.73
4136042 -3287709 1.54 Sabie.Crocodile.Thorn.Thickets 2 0 2735 2.73
4083451 -3286486 3 Pretoriuskop.Sourveld 13 1 0 0
4084674 -3286486 2.99 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3286486 2.98 Pretoriuskop.Sourveld 12 1 0 0
4087120 -3286486 2.96 Pretoriuskop.Sourveld 13 1 0 0
4088343 -3286486 2.92 Pretoriuskop.Sourveld 3 0 1223 1.22
4089566 -3286486 2.85 Pretoriuskop.Sourveld 0 0 1730 1.73
4090790 -3286486 2.75 Pretoriuskop.Sourveld 2 0 1730 1.73
4092013 -3286486 2.59 Pretoriuskop.Sourveld 3 0 1223 1.22
4093236 -3286486 2.4 Pretoriuskop.Sourveld 4 0 1223 1.22
4094459 -3286486 2.16 Pretoriuskop.Sourveld 3 0 1223 1.22
4095682 -3286486 1.91 Thorn.Veld 2 0 1730 1.73
4096905 -3286486 1.68 Thorn.Veld 2 0 1223 1.22
4098128 -3286486 1.47 Thorn.Veld 7 1 0 0
4099351 -3286486 1.3 Thorn.Veld 9 1 0 0
4100574 -3286486 1.18 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4101797 -3286486 1.1 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4103020 -3286486 1.06 Mixed.Bushwillow.Woodlands 5 1 0 0
4104243 -3286486 1.03 Mixed.Bushwillow.Woodlands 7 1 0 0
4105466 -3286486 1.02 Mixed.Bushwillow.Woodlands 10 1 0 0
4106689 -3286486 1.01 Mixed.Bushwillow.Woodlands 11 1 0 0
4107912 -3286486 1.01 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4109135 -3286486 1.01 Mixed.Bushwillow.Woodlands 3 0 1730 1.73
4110358 -3286486 1.01 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4111581 -3286486 1.01 Mixed.Bushwillow.Woodlands 5 1 0 0
4112804 -3286486 1.02 Mixed.Bushwillow.Woodlands 9 1 0 0
4114028 -3286486 1.02 Mixed.Bushwillow.Woodlands 11 1 0 0
4115251 -3286486 1.03 Mixed.Bushwillow.Woodlands 12 1 0 0
4116474 -3286486 1.04 Mixed.Bushwillow.Woodlands 1 0 1223 1.22
4117697 -3286486 1.04 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4118920 -3286486 1.05 Mixed.Bushwillow.Woodlands 2 0 2446 2.45
4120143 -3286486 1.05 Mixed.Bushwillow.Woodlands 3 0 1223 1.22
4121366 -3286486 1.06 Mixed.Bushwillow.Woodlands 14 1 0 0
4122589 -3286486 1.06 Mixed.Bushwillow.Woodlands 6 1 0 0
4123812 -3286486 1.07 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4125035 -3286486 1.09 Mixed.Bushwillow.Woodlands 1 0 2446 2.45
4126258 -3286486 1.12 Mixed.Bushwillow.Woodlands 0 0 1730 1.73
4127481 -3286486 1.16 Mixed.Bushwillow.Woodlands 0 0 1223 1.22
4128704 -3286486 1.21 Mixed.Bushwillow.Woodlands 1 0 1730 1.73
4129927 -3286486 1.27 Mixed.Bushwillow.Woodlands 4 0 2446 2.45
4131150 -3286486 1.34 Mixed.Bushwillow.Woodlands 4 0 2735 2.73
4132373 -3286486 1.41 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4133596 -3286486 1.48 Sabie.Crocodile.Thorn.Thickets 1 0 2446 2.45
4134819 -3286486 1.55 Sabie.Crocodile.Thorn.Thickets 0 0 2735 2.73
4136042 -3286486 1.61 Sabie.Crocodile.Thorn.Thickets 1 0 3459 3.46
4083451 -3285263 3 Pretoriuskop.Sourveld 7 1 0 0
4084674 -3285263 2.99 Pretoriuskop.Sourveld 0 0 1223 1.22
4085897 -3285263 2.98 Pretoriuskop.Sourveld 13 1 0 0
4087120 -3285263 2.96 Pretoriuskop.Sourveld 6 1 0 0
4088343 -3285263 2.92 Pretoriuskop.Sourveld 7 1 0 0
4089566 -3285263 2.84 Pretoriuskop.Sourveld 2 0 1223 1.22
4090790 -3285263 2.73 Pretoriuskop.Sourveld 1 0 1223 1.22
4092013 -3285263 2.58 Pretoriuskop.Sourveld 5 1 0 0
4093236 -3285263 2.37 Pretoriuskop.Sourveld 8 1 0 0
4094459 -3285263 2.14 Pretoriuskop.Sourveld 5 1 0 0
4095682 -3285263 1.89 Thorn.Veld 1 0 1223 1.22
4096905 -3285263 1.65 Thorn.Veld 6 1 0 0
4098128 -3285263 1.44 Thorn.Veld 10 1 0 0
4099351 -3285263 1.28 Thorn.Veld 13 1 0 0
4100574 -3285263 1.17 Thorn.Veld 9 1 0 0
4101797 -3285263 1.09 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4103020 -3285263 1.05 Mixed.Bushwillow.Woodlands 6 1 0 0
4104243 -3285263 1.03 Mixed.Bushwillow.Woodlands 5 1 0 0
4105466 -3285263 1.02 Mixed.Bushwillow.Woodlands 5 1 0 0
4106689 -3285263 1.01 Mixed.Bushwillow.Woodlands 16 1 0 0
4107912 -3285263 1.01 Mixed.Bushwillow.Woodlands 2 0 1223 1.22
4109135 -3285263 1.01 Mixed.Bushwillow.Woodlands 4 0 1223 1.22
4110358 -3285263 1.02 Mixed.Bushwillow.Woodlands 5 1 0 0
